set,n_genes,CSI,collection,z,pct,risk
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY,78,1.664793406520927,KEGG_MEDICUS,2.6787248713642766,0.9666666666666667,caution
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,40,1.6561079835389219,Reactome,3.147746056783197,0.9833333333333333,high
REACTOME_DENGUE_VIRUS_ATTACHMENT_AND_ENTRY,43,1.6443294184101345,Reactome,3.1245863241370726,0.975,high
HALLMARK_UV_RESPONSE_UP,151,1.6364587349483624,Hallmark,3.4217485077056766,1.0,high
REACTOME_TCR_SIGNALING,109,1.6348568880545244,Reactome,3.552705377671059,0.9833333333333333,high
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,891,1.6308736828475372,Reactome,2.9575201464670875,0.9916666666666667,caution
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,97,1.6285594468550737,Reactome,3.538578720784308,0.9833333333333333,high
REACTOME_FLT3_SIGNALING,38,1.6234755360351798,Reactome,3.083582149591459,0.975,high
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,60,1.6227657329245813,KEGG,3.0821864914537227,0.975,high
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,76,1.6220576488891276,Reactome,2.607335737547639,0.9666666666666667,caution
KEGG_OTHER_GLYCAN_DEGRADATION,15,1.618342901840231,KEGG,2.87094307860314,0.975,caution
REACTOME_RA_BIOSYNTHESIS_PATHWAY,21,1.6155446518073027,Reactome,2.615392998651321,0.975,caution
REACTOME_RAC3_GTPASE_CYCLE,93,1.6135349683219382,Reactome,3.5048752456079986,0.9833333333333333,high
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_PI3K_SIGNALING_PATHWAY,76,1.6093511161744662,KEGG_MEDICUS,2.5861097569033302,0.9666666666666667,caution
REACTOME_SIGNALING_BY_EGFR,52,1.6085199224427562,Reactome,3.0541755106187085,0.975,high
REACTOME_SIGNALING_BY_PTK6,54,1.6081111171640647,Reactome,3.053371692763537,0.975,high
KEGG_BLADDER_CANCER,39,1.6070508805221997,KEGG,3.051286990858107,0.975,high
REACTOME_BIOLOGICAL_OXIDATIONS,191,1.6057269514232122,Reactome,1.7461907056545942,0.9833333333333333,robust
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,109,1.6036810126319918,Reactome,3.4827704816887644,0.9833333333333333,high
REACTOME_MUSCLE_CONTRACTION,186,1.5879707267075227,Reactome,3.398059462908742,1.0,high
REACTOME_INTERLEUKIN_1_SIGNALING,101,1.5858694213100628,Reactome,3.4428148503072653,0.9833333333333333,high
REACTOME_EPHRIN_SIGNALING,19,1.5819022184737572,Reactome,2.807141555955368,0.9666666666666667,caution
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,48,1.5814663590328326,Reactome,3.0009811453587605,0.975,high
REACTOME_GAB1_SIGNALOSOME,17,1.5756955019299421,Reactome,2.796274636634562,0.9666666666666667,caution
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY,25,1.5705913715215059,KEGG_MEDICUS,2.541665225363143,0.975,caution
HALLMARK_ADIPOGENESIS,197,1.568767530606069,Hallmark,1.7042228432179247,0.9833333333333333,robust
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,90,1.5667072215697497,Reactome,3.399829483337837,0.9833333333333333,high
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,24,1.565559779960981,Reactome,2.533412923428899,0.975,caution
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,72,1.5633366717706347,Reactome,2.5092436496648554,0.9666666666666667,caution
REACTOME_ERK_MAPK_TARGETS,22,1.549262341708561,Reactome,2.506683531824697,0.975,caution
REACTOME_OPIOID_SIGNALLING,87,1.544488012141349,Reactome,2.477757382447304,0.9666666666666667,caution
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,43,1.5349187591134117,Reactome,2.909456417374891,0.975,caution
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,106,1.5341874225450771,Reactome,3.3268798473987653,0.9833333333333333,high
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY,20,1.5322016639039595,KEGG_MEDICUS,2.7201242235386793,0.9666666666666667,caution
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,80,1.5319489257133645,Reactome,2.456811117105335,0.9583333333333334,caution
MODULE_CLEAR,13,1.5200129904203776,module,2.6987839012541497,0.9666666666666667,caution
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,115,1.5141756388286196,Reactome,2.998236607400449,0.9916666666666667,caution
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,34,1.5068396900572856,KEGG,2.4371062368343503,0.9666666666666667,caution
REACTOME_RAC2_GTPASE_CYCLE,88,1.5022989470261447,Reactome,3.2553464200859707,0.9833333333333333,high
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,759,1.5013276858827589,Reactome,2.722774380007513,0.9833333333333333,caution
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,102,1.4998399491413008,Reactome,3.2498303035706684,0.9833333333333333,high
REACTOME_SURFACTANT_METABOLISM,24,1.4981683666538579,Reactome,2.4228844189395975,0.9666666666666667,caution
KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY,30,1.496793526063954,KEGG_MEDICUS,2.4206295459987266,0.9666666666666667,caution
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,99,1.4945960227528314,Reactome,3.2380669307207963,0.9833333333333333,high
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,29,1.4918960176897234,Reactome,2.4125971535949553,0.9666666666666667,caution
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY,17,1.4871191985302785,KEGG_MEDICUS,2.641192390492909,0.9583333333333334,caution
KEGG_MEDICUS_REFERENCE_GF_RTK_PI3K_SIGNALING_PATHWAY,70,1.4799608845726095,KEGG_MEDICUS,2.369966249211836,0.9583333333333334,caution
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,84,1.4598788912081395,Reactome,2.336419725386218,0.9583333333333334,caution
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,40,1.452055584827754,Reactome,2.7465257936799308,0.975,caution
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,88,1.4519160925909294,Reactome,3.1423257065867367,0.9833333333333333,high
REACTOME_RAB_GERANYLGERANYLATION,65,1.4435389509952992,Reactome,2.309124218226604,0.9583333333333334,caution
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,186,1.438574738828657,Hallmark,3.090416800622557,1.0,high
REACTOME_TRIGLYCERIDE_METABOLISM,33,1.432855913492651,Reactome,2.3157656122818846,0.9666666666666667,caution
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY,25,1.4319662961816675,KEGG_MEDICUS,2.3143065529429343,0.9666666666666667,caution
KEGG_TRYPTOPHAN_METABOLISM,40,1.4064460349584917,KEGG,2.6568455168777474,0.975,caution
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,36,1.4011148611420854,Reactome,2.2637071841370955,0.9666666666666667,caution
REACTOME_SMOOTH_MUSCLE_CONTRACTION,42,1.3963768568701966,Reactome,2.637046885215799,0.975,caution
REACTOME_CDC42_GTPASE_CYCLE,151,1.3944316490890791,Reactome,2.9312311306704166,1.0,caution
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,40,1.3864547794891362,Reactome,2.6175374919300336,0.975,caution
HALLMARK_ESTROGEN_RESPONSE_LATE,184,1.3844957124226065,Hallmark,2.97905493680268,1.0,caution
REACTOME_PYROPTOSIS,27,1.3784980811192922,Reactome,2.2266134543930627,0.9666666666666667,caution
HALLMARK_NOTCH_SIGNALING,31,1.3782133480167336,Hallmark,2.226146464275776,0.9666666666666667,caution
REACTOME_PHOSPHOLIPID_METABOLISM,207,1.3731877043169167,Reactome,1.4821396215759972,0.9833333333333333,robust
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,35,1.370218986464366,Reactome,2.2130349299812937,0.9666666666666667,caution
REACTOME_REGULATED_NECROSIS,59,1.3679579397091333,Reactome,2.58116787819363,0.975,caution
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,189,1.3669861723033612,Reactome,1.4750977081291075,0.9833333333333333,robust
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,678,1.3631514284124242,Reactome,2.4723900205802725,0.9833333333333333,caution
REACTOME_G_PROTEIN_MEDIATED_EVENTS,52,1.3601283243351578,Reactome,2.5657728112393308,0.975,caution
REACTOME_ONCOGENE_INDUCED_SENESCENCE,34,1.3600664967498886,Reactome,2.196383854570985,0.9666666666666667,caution
REACTOME_MAP2K_AND_MAPK_ACTIVATION,38,1.358854509491015,Reactome,2.5632681588552377,0.975,caution
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,27,1.3542318681705785,Reactome,2.186814493439134,0.9666666666666667,caution
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,20,1.3506904808292461,Reactome,2.402328595468223,0.9583333333333334,caution
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,23,1.3501974228576095,Reactome,2.180197608809424,0.9666666666666667,caution
REACTOME_OTHER_INTERLEUKIN_SIGNALING,24,1.348981161451005,Reactome,2.1782028212282913,0.9666666666666667,caution
HALLMARK_ANGIOGENESIS,33,1.3485624114532488,Hallmark,2.1775160303044094,0.9666666666666667,caution
KEGG_ENDOCYTOSIS,180,1.3445206806350558,KEGG,2.8967366270628725,1.0,caution
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,17,1.335752372527387,Reactome,2.3761744741102033,0.9583333333333334,caution
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,25,1.329921241507467,Reactome,2.1469426896527097,0.9666666666666667,caution
REACTOME_INTERFERON_GAMMA_SIGNALING,95,1.3199587129650228,Reactome,2.8463139509212003,0.9833333333333333,caution
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,20,1.300886595334211,Reactome,2.315130347938048,0.9583333333333334,caution
KEGG_PATHWAYS_IN_CANCER,312,1.298560207521443,KEGG,3.3110174552920055,0.9916666666666667,high
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,21,1.2914914526939945,Reactome,2.083914079968635,0.9666666666666667,caution
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,294,1.2832582579163962,Reactome,3.27141086707103,0.9916666666666667,high
REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY,262,1.2763226982209983,Reactome,2.8044006560035792,0.9916666666666667,caution
KEGG_DORSO_VENTRAL_AXIS_FORMATION,24,1.2721128213727153,KEGG,2.0521312305835173,0.9666666666666667,caution
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,15,1.2701009629990236,Reactome,2.261229870855708,0.9583333333333334,caution
KEGG_PRION_DISEASES,33,1.267978098178891,KEGG,2.045349880428299,0.9666666666666667,caution
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,68,1.2630286754516367,Reactome,2.0075858126812696,0.9416666666666667,caution
HALLMARK_P53_PATHWAY,193,1.2537216651469651,Hallmark,1.34648451154211,0.9833333333333333,robust
REACTOME_G_PROTEIN_ACTIVATION,23,1.2499901603395154,Reactome,2.015847904276353,0.9666666666666667,caution
KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,26,1.2496859709895616,KEGG_MEDICUS,2.0153490040117337,0.9666666666666667,caution
HALLMARK_IL2_STAT5_SIGNALING,197,1.2487183952880192,Hallmark,1.3408032390402318,0.9833333333333333,robust
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,16,1.2474227892448768,Reactome,2.2215241934996,0.9583333333333334,caution
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,28,1.2329808209867266,Reactome,1.98795092528814,0.9666666666666667,robust
KEGG_APOPTOSIS,86,1.2323825433087678,KEGG,1.9563921296919762,0.9416666666666667,robust
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,34,1.2288856187202746,Reactome,1.9812343933164875,0.9666666666666667,robust
REACTOME_RHOC_GTPASE_CYCLE,74,1.2281923927231233,Reactome,1.9493925762162267,0.9416666666666667,robust
HALLMARK_HEDGEHOG_SIGNALING,34,1.2152503650934618,Hallmark,1.9588712446934473,0.9666666666666667,robust
REACTOME_ARACHIDONATE_METABOLISM,58,1.211808692775129,Reactome,2.2741377117562425,0.975,caution
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,63,1.2109651971046647,Reactome,1.9206149286105032,0.9416666666666667,robust
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,15,1.1995386488593442,Reactome,2.1376870975661197,0.95,caution
KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY,23,1.1955685630544521,KEGG_MEDICUS,1.9265911657001151,0.9666666666666667,robust
REACTOME_SIALIC_ACID_METABOLISM,31,1.189737759020913,Reactome,1.9170280771971302,0.9666666666666667,robust
REACTOME_RECYCLING_PATHWAY_OF_L1,49,1.1812988368397757,Reactome,2.2141473734757677,0.975,caution
REACTOME_GABA_RECEPTOR_ACTIVATION,54,1.1809872297412978,Reactome,2.2135346726066487,0.975,caution
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,75,1.1790829601130723,KEGG,1.8673563599295318,0.9416666666666667,robust
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,288,1.1763664651708028,Reactome,2.9947389835039693,0.9833333333333333,caution
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,25,1.1701119662112487,Reactome,1.8848398588141242,0.9666666666666667,robust
KEGG_GAP_JUNCTION,87,1.1658764944017856,KEGG,1.8452952523195814,0.9416666666666667,robust
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS,16,1.1565124410552383,Reactome,2.0623554265309116,0.95,caution
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,279,1.156433674755742,Reactome,2.4729932814268314,0.9916666666666667,caution
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,59,1.1551843508539417,Reactome,2.162799479482746,0.975,caution
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,22,1.1497265111656072,KEGG,1.8514057201166578,0.9666666666666667,robust
KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY,19,1.1485990372172719,KEGG_MEDICUS,2.0485003841017817,0.95,caution
KEGG_PPAR_SIGNALING_PATHWAY,64,1.1443166733554082,KEGG,1.8092800501789428,0.9416666666666667,robust
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,25,1.141644093218549,Reactome,1.8381497647284746,0.9666666666666667,robust
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY,30,1.1391834761464896,KEGG_MEDICUS,1.8341141122358326,0.9666666666666667,robust
REACTOME_PEPTIDE_HORMONE_METABOLISM,72,1.1349081102876832,Reactome,1.7935632545706601,0.9416666666666667,robust
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,71,1.1304815658140173,KEGG,1.7861688103560875,0.9416666666666667,robust
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,20,1.1299141674674265,Reactome,2.0157863120706243,0.95,caution
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY,26,1.1229258534850008,KEGG_MEDICUS,1.8074500220922327,0.9666666666666667,robust
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,34,1.1226376239041256,Reactome,1.80697729740877,0.9666666666666667,robust
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,200,1.1200087936867864,KEGG,1.1946519537967795,0.9666666666666667,robust
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,29,1.1186627685766741,Reactome,1.8004581461794824,0.9666666666666667,robust
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,26,1.1154597441758303,Reactome,1.7952048731066266,0.9666666666666667,robust
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,26,1.11267262550069,Reactome,1.7906337260734941,0.9666666666666667,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,40,1.106908247406138,Reactome,2.0678760625110826,0.9666666666666667,caution
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,109,1.106002858735117,Reactome,2.3663601338246383,0.975,caution
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,61,1.1013227616564,KEGG,2.0568935400010604,0.9666666666666667,caution
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS,19,1.0951895891539336,Reactome,1.9549894014467986,0.95,robust
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,85,1.0925033450832207,Reactome,1.7227270362514153,0.9416666666666667,robust
REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX,19,1.0903479523656396,Reactome,1.9465125077482346,0.95,robust
REACTOME_CELL_CELL_COMMUNICATION,317,1.086359572004286,Reactome,2.24173687594802,0.9916666666666667,caution
HALLMARK_APICAL_SURFACE,43,1.0800833468259445,Hallmark,2.015131308043684,0.9666666666666667,caution
REACTOME_RSV_HOST_INTERACTIONS,87,1.07841028923789,Reactome,1.6991848995167425,0.9416666666666667,robust
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,131,1.0783716277798014,Reactome,2.087771306906367,0.9583333333333334,caution
REACTOME_MYOGENESIS,25,1.0776586136575892,Reactome,1.7332073244701973,0.9666666666666667,robust
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,20,1.0776049919953292,Reactome,1.9242017221219143,0.95,robust
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,47,1.076952682422989,Reactome,2.0089756048842236,0.9666666666666667,caution
KEGG_PENTOSE_PHOSPHATE_PATHWAY,26,1.0725064116345484,KEGG,1.724757209589267,0.9666666666666667,robust
KEGG_ARACHIDONIC_ACID_METABOLISM,54,1.0712118245393842,KEGG,1.997687580214841,0.9666666666666667,robust
REACTOME_RAB_REGULATION_OF_TRAFFICKING,121,1.0656976729342784,Reactome,2.06129335852974,0.9583333333333334,caution
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,15,1.0652935386237183,Reactome,1.9026464328531492,0.95,robust
REACTOME_PLATELET_SENSITIZATION_BY_LDL,17,1.0651060835390287,Reactome,1.9023182304506039,0.95,robust
KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY,44,1.0638563096747917,KEGG_MEDICUS,1.9832247185779674,0.9666666666666667,robust
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,43,1.0618713714192305,Reactome,1.9793218120001952,0.9666666666666667,robust
REACTOME_RHO_GTPASE_CYCLE,441,1.0597869644579505,Reactome,1.9950959503493242,0.95,robust
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,365,1.0592532738537126,Reactome,1.796965711993687,0.975,robust
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,33,1.05605015497862,Reactome,1.6977673402808038,0.9666666666666667,robust
REACTOME_GLYCOGEN_STORAGE_DISEASES,15,1.0548512826242564,Reactome,1.8843637945737461,0.95,robust
KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY,21,1.0548083129900012,KEGG_MEDICUS,1.6957305980449862,0.9666666666666667,robust
REACTOME_MET_PROMOTES_CELL_MOTILITY,39,1.0538620610678746,Reactome,1.96357341782917,0.9666666666666667,robust
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,298,1.053062481560483,Reactome,2.6755868342086195,0.9833333333333333,caution
REACTOME_KEAP1_NFE2L2_PATHWAY,111,1.04978031760714,Reactome,2.240239615559945,0.975,caution
REACTOME_ECM_PROTEOGLYCANS,68,1.0479031003491226,Reactome,1.648223318147021,0.9416666666666667,robust
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,15,1.038911837114644,Reactome,1.8564564997668083,0.9416666666666667,robust
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,18,1.037018469188503,Reactome,1.8531415301926815,0.9416666666666667,robust
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,24,1.0345604108993038,KEGG,1.6625220596377046,0.9666666666666667,robust
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,24,1.0310443885290603,Reactome,1.6567554393034065,0.9666666666666667,robust
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,81,1.0259233100477936,Reactome,1.6115065666949386,0.9333333333333333,robust
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,74,1.0213987347818272,Reactome,1.6039483642194272,0.9333333333333333,robust
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,28,1.0209452276550215,Reactome,1.6401918284036423,0.9666666666666667,robust
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,16,1.0193002946156728,Reactome,1.822119979226773,0.9333333333333333,robust
REACTOME_MAPK1_MAPK3_SIGNALING,260,1.0143104200419324,Reactome,2.212039173693091,0.9833333333333333,caution
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,26,1.013994459987257,Reactome,1.6287918900781257,0.9666666666666667,robust
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,20,1.0103541995687455,Reactome,1.806456867753107,0.9333333333333333,robust
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,94,1.0101123933257194,Reactome,2.1512550362704848,0.975,caution
REACTOME_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLASSICAL_CADHERINS,28,1.009196062063602,Reactome,1.6209220485001024,0.9666666666666667,robust
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,44,1.0069586931409753,KEGG,1.8713491571053489,0.9666666666666667,robust
REACTOME_CS_DS_DEGRADATION,20,0.999811657232131,Reactome,1.787998644923141,0.9333333333333333,robust
REACTOME_INTEGRIN_SIGNALING,25,0.9982809811816088,Reactome,1.603020249041343,0.9666666666666667,robust
KEGG_ETHER_LIPID_METABOLISM,31,0.9948991109221194,KEGG,1.5974736512803684,0.9666666666666667,robust
HALLMARK_TNFA_SIGNALING_VIA_NFKB,197,0.9946113478948986,Hallmark,1.052261660914737,0.9666666666666667,robust
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,27,0.994050141958442,Reactome,1.5960812592038667,0.9666666666666667,robust
KEGG_MEDICUS_REFERENCE_CX3CR1_GNAI_AC_PKA_SIGNALING_PATHWAY,16,0.9936825774082964,KEGG_MEDICUS,1.7772676544733252,0.9333333333333333,robust
REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF,25,0.9828121740856908,Reactome,1.5776498935221097,0.9666666666666667,robust
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,22,0.9815079590727962,KEGG_MEDICUS,1.5755108534302988,0.9666666666666667,robust
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY,20,0.9802568694851708,KEGG_MEDICUS,1.7537614924317064,0.9333333333333333,robust
KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY,25,0.9741631509352192,KEGG_MEDICUS,1.5634646502217748,0.9666666666666667,robust
REACTOME_CA_DEPENDENT_EVENTS,36,0.9716714436108328,Reactome,1.559378006676634,0.9666666666666667,robust
REACTOME_RAC1_GTPASE_CYCLE,183,0.9673893832984994,Reactome,2.1201315924073603,0.9916666666666667,caution
KEGG_MEDICUS_REFERENCE_HORMONE_LIKE_CYTOKINE_TO_JAK_STAT_SIGNALING_PATHWAY,16,0.9654090925648893,KEGG_MEDICUS,1.7277655261672549,0.925,robust
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,60,0.9629708646368785,KEGG,1.784857607693393,0.95,robust
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY,30,0.9623577935069569,KEGG_MEDICUS,1.5441027102137652,0.9583333333333334,robust
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,45,0.9618672292453919,KEGG,1.7826875725213531,0.95,robust
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,36,0.9595918635002345,Reactome,1.5395663146677647,0.9583333333333334,robust
REACTOME_NOD1_2_SIGNALING_PATHWAY,36,0.9591235726903488,Reactome,1.5387982719699973,0.9583333333333334,robust
REACTOME_SPHINGOLIPID_METABOLISM,105,0.958906975451557,Reactome,2.036389117536051,0.975,caution
REACTOME_SIGNALING_BY_NOTCH1,73,0.9496303343022283,Reactome,1.4840608454397959,0.9166666666666666,robust
KEGG_GLUTATHIONE_METABOLISM,44,0.9477642022334685,KEGG,1.7549573412473471,0.9416666666666667,robust
REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,41,0.9471793237600691,Reactome,1.7538073175452837,0.9416666666666667,robust
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,30,0.9398864487848106,Reactome,1.5072475085772703,0.9583333333333334,robust
REACTOME_GPER1_SIGNALING,42,0.9395198314881033,Reactome,1.7387467570029616,0.9416666666666667,robust
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,27,0.9341134334234894,Reactome,1.4977791991448406,0.9583333333333334,robust
HALLMARK_CHOLESTEROL_HOMEOSTASIS,73,0.933979900154777,Hallmark,1.4579171428461273,0.9166666666666666,robust
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,110,0.9311537952153376,Reactome,1.9741321400913994,0.975,robust
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,56,0.9309919062458876,KEGG,1.7219786306245506,0.9416666666666667,robust
REACTOME_REGULATION_OF_INSULIN_SECRETION,71,0.9268592812347094,Reactome,1.4460223071134446,0.9166666666666666,robust
